"sample_name","sample_title","sample_control","specific_intertidal_location","temperature","salinity","geodeticDatum","lat_lon","collection_date","collection_date_local","unique_sample_identifier","depth","size_frac","samp_vol_we_dna_ext","organism","env_broad_scale","env_local_scale","env_medium","geo_loc_name","samp_mat_process","samp_collect_device","amplicon_sequenced","sample_storage_duration","sample_storage_location","sample_storage_temperature"
"CO1_2.H7.1059.a.S148.L001","Pillar Point intertidal seawater sample 1059.a","sample","S1","14.9 °C","32.7 ppt","EPSG:4326","37.495306 N 122.498744 W","2022-01-28T20:30:00Z","2022-01-28T12:30:00PST","1059.a","Surface","0.22 micrometer","1000 mL","seawater metagenome","marine biome [ENVO:00000447]","shoreline [ENVO:00000486]|intertidal zone [ENVO:00000316]","coastal sea water [ENVO_00002150]","USA: California, Half Moon Bay, Pillar Point, Intertidal","Gravity filtered through Sterivex (0.22-µm): dx.doi.org/10.17504/protocols.io.bp2l69y7klqe/v2","Covidien single-use enteral feeding pouch","COI","18 days","Stanford Y2E2 Building, Environmental Engineering and Science Lab, Walk-In -20 °C Freezer","-20 °C"
"CO1_2.C4.1046.a.S119.L001","Pillar Point intertidal seawater sample 1046.a","sample","S1","16 °C","32.8 ppt","EPSG:4326","37.495306 N 122.498744 W","2022-01-28T22:00:00Z","2022-01-28T14:00:00PST","1046.a","Surface","0.22 micrometer","1000 mL","seawater metagenome","marine biome [ENVO:00000447]","shoreline [ENVO:00000486]|intertidal zone [ENVO:00000316]","coastal sea water [ENVO_00002150]","USA: California, Half Moon Bay, Pillar Point, Intertidal","Gravity filtered through Sterivex (0.22-µm): dx.doi.org/10.17504/protocols.io.bp2l69y7klqe/v2","Covidien single-use enteral feeding pouch","COI","18 days","Stanford Y2E2 Building, Environmental Engineering and Science Lab, Walk-In -20 °C Freezer","-20 °C"
"CO1_2.H8.1059.b.S156.L001","Pillar Point intertidal seawater sample 1059.b","sample","S1","14.9 °C","32.7 ppt","EPSG:4326","37.495306 N 122.498744 W","2022-01-28T20:30:00Z","2022-01-28T12:30:00PST","1059.b","Surface","0.22 micrometer","1000 mL","seawater metagenome","marine biome [ENVO:00000447]","shoreline [ENVO:00000486]|intertidal zone [ENVO:00000316]","coastal sea water [ENVO_00002150]","USA: California, Half Moon Bay, Pillar Point, Intertidal","Gravity filtered through Sterivex (0.22-µm): dx.doi.org/10.17504/protocols.io.bp2l69y7klqe/v2","Covidien single-use enteral feeding pouch","COI","18 days","Stanford Y2E2 Building, Environmental Engineering and Science Lab, Walk-In -20 °C Freezer","-20 °C"
"CO1_E8.1026.b.S61.L001","Pillar Point intertidal seawater sample 1026.b","sample","S1","15.8 °C","33.1 ppt","EPSG:4326","37.495306 N 122.498744 W","2022-01-29T00:30:00Z","2022-01-28T16:30:00PST","1026.b","Surface","0.22 micrometer","1000 mL","seawater metagenome","marine biome [ENVO:00000447]","shoreline [ENVO:00000486]|intertidal zone [ENVO:00000316]","coastal sea water [ENVO_00002150]","USA: California, Half Moon Bay, Pillar Point, Intertidal","Gravity filtered through Sterivex (0.22-µm): dx.doi.org/10.17504/protocols.io.bp2l69y7klqe/v2","Covidien single-use enteral feeding pouch","COI","18 days","Stanford Y2E2 Building, Environmental Engineering and Science Lab, Walk-In -20 °C Freezer","-20 °C"
"CO1_2.B7.1053.a.S142.L001","Pillar Point intertidal seawater sample 1053.a","sample","S1","15.2 °C","33.5 ppt","EPSG:4326","37.495306 N 122.498744 W","2022-01-29T01:00:00Z","2022-01-28T17:00:00PST","1053.a","Surface","0.22 micrometer","1000 mL","seawater metagenome","marine biome [ENVO:00000447]","shoreline [ENVO:00000486]|intertidal zone [ENVO:00000316]","coastal sea water [ENVO_00002150]","USA: California, Half Moon Bay, Pillar Point, Intertidal","Gravity filtered through Sterivex (0.22-µm): dx.doi.org/10.17504/protocols.io.bp2l69y7klqe/v2","Covidien single-use enteral feeding pouch","COI","18 days","Stanford Y2E2 Building, Environmental Engineering and Science Lab, Walk-In -20 °C Freezer","-20 °C"
"CO1_2.A3.1036.c.S109.L001","Pillar Point intertidal seawater sample 1036.c","sample","S1","16 °C","32.8 ppt","EPSG:4326","37.495306 N 122.498744 W","2022-01-28T22:00:00Z","2022-01-28T14:00:00PST","1036.c","Surface","0.22 micrometer","1000 mL","seawater metagenome","marine biome [ENVO:00000447]","shoreline [ENVO:00000486]|intertidal zone [ENVO:00000316]","coastal sea water [ENVO_00002150]","USA: California, Half Moon Bay, Pillar Point, Intertidal","Gravity filtered through Sterivex (0.22-µm): dx.doi.org/10.17504/protocols.io.bp2l69y7klqe/v2","Covidien single-use enteral feeding pouch","COI","18 days","Stanford Y2E2 Building, Environmental Engineering and Science Lab, Walk-In -20 °C Freezer","-20 °C"
"CO1_2.H9.1059.c.S164.L001","Pillar Point intertidal seawater sample 1059.c","sample","S1","14.9 °C","32.7 ppt","EPSG:4326","37.495306 N 122.498744 W","2022-01-28T20:30:00Z","2022-01-28T12:30:00PST","1059.c","Surface","0.22 micrometer","1000 mL","seawater metagenome","marine biome [ENVO:00000447]","shoreline [ENVO:00000486]|intertidal zone [ENVO:00000316]","coastal sea water [ENVO_00002150]","USA: California, Half Moon Bay, Pillar Point, Intertidal","Gravity filtered through Sterivex (0.22-µm): dx.doi.org/10.17504/protocols.io.bp2l69y7klqe/v2","Covidien single-use enteral feeding pouch","COI","18 days","Stanford Y2E2 Building, Environmental Engineering and Science Lab, Walk-In -20 °C Freezer","-20 °C"
"CO1_B1.1007.a.S2.L001","Pillar Point intertidal seawater sample 1007.a","sample","S2","15.1 °C","33.3 ppt","EPSG:4326","37.494992 N 122.498955 W","2022-01-29T01:00:00Z","2022-01-28T17:00:00PST","1007.a","Surface","0.22 micrometer","1000 mL","seawater metagenome","marine biome [ENVO:00000447]","shoreline [ENVO:00000486]|intertidal zone [ENVO:00000316]","coastal sea water [ENVO_00002150]","USA: California, Half Moon Bay, Pillar Point, Intertidal","Gravity filtered through Sterivex (0.22-µm): dx.doi.org/10.17504/protocols.io.bp2l69y7klqe/v2","Covidien single-use enteral feeding pouch","COI","18 days","Stanford Y2E2 Building, Environmental Engineering and Science Lab, Walk-In -20 °C Freezer","-20 °C"
"CO1_C1.1008.a.S3.L001","Pillar Point intertidal seawater sample 1008.a","sample","S2","15.1 °C","33.3 ppt","EPSG:4326","37.494992 N 122.498955 W","2022-01-29T01:00:00Z","2022-01-28T17:00:00PST","1008.a","Surface","0.22 micrometer","1000 mL","seawater metagenome","marine biome [ENVO:00000447]","shoreline [ENVO:00000486]|intertidal zone [ENVO:00000316]","coastal sea water [ENVO_00002150]","USA: California, Half Moon Bay, Pillar Point, Intertidal","Gravity filtered through Sterivex (0.22-µm): dx.doi.org/10.17504/protocols.io.bp2l69y7klqe/v2","Covidien single-use enteral feeding pouch","COI","18 days","Stanford Y2E2 Building, Environmental Engineering and Science Lab, Walk-In -20 °C Freezer","-20 °C"
"CO1_B3.1007.c.S18.L001","Pillar Point intertidal seawater sample 1007.c","sample","S2","15.1 °C","33.3 ppt","EPSG:4326","37.494992 N 122.498955 W","2022-01-29T01:00:00Z","2022-01-28T17:00:00PST","1007.c","Surface","0.22 micrometer","1000 mL","seawater metagenome","marine biome [ENVO:00000447]","shoreline [ENVO:00000486]|intertidal zone [ENVO:00000316]","coastal sea water [ENVO_00002150]","USA: California, Half Moon Bay, Pillar Point, Intertidal","Gravity filtered through Sterivex (0.22-µm): dx.doi.org/10.17504/protocols.io.bp2l69y7klqe/v2","Covidien single-use enteral feeding pouch","COI","18 days","Stanford Y2E2 Building, Environmental Engineering and Science Lab, Walk-In -20 °C Freezer","-20 °C"
"CO1_B2.1007.b.S10.L001","Pillar Point intertidal seawater sample 1007.b","sample","S2","15.1 °C","33.3 ppt","EPSG:4326","37.494992 N 122.498955 W","2022-01-29T01:00:00Z","2022-01-28T17:00:00PST","1007.b","Surface","0.22 micrometer","1000 mL","seawater metagenome","marine biome [ENVO:00000447]","shoreline [ENVO:00000486]|intertidal zone [ENVO:00000316]","coastal sea water [ENVO_00002150]","USA: California, Half Moon Bay, Pillar Point, Intertidal","Gravity filtered through Sterivex (0.22-µm): dx.doi.org/10.17504/protocols.io.bp2l69y7klqe/v2","Covidien single-use enteral feeding pouch","COI","18 days","Stanford Y2E2 Building, Environmental Engineering and Science Lab, Walk-In -20 °C Freezer","-20 °C"
"CO1_F9.1027.c.S70.L001","Pillar Point intertidal seawater sample 1027.c","sample","S2","13.5 °C","33 ppt","EPSG:4326","37.494992 N 122.498955 W","2022-01-28T20:00:00Z","2022-01-28T12:00:00PST","1027.c","Surface","0.22 micrometer","1000 mL","seawater metagenome","marine biome [ENVO:00000447]","shoreline [ENVO:00000486]|intertidal zone [ENVO:00000316]","coastal sea water [ENVO_00002150]","USA: California, Half Moon Bay, Pillar Point, Intertidal","Gravity filtered through Sterivex (0.22-µm): dx.doi.org/10.17504/protocols.io.bp2l69y7klqe/v2","Covidien single-use enteral feeding pouch","COI","18 days","Stanford Y2E2 Building, Environmental Engineering and Science Lab, Walk-In -20 °C Freezer","-20 °C"
"CO1_C3.1008.c.S19.L001","Pillar Point intertidal seawater sample 1008.c","sample","S2","15.1 °C","33.3 ppt","EPSG:4326","37.494992 N 122.498955 W","2022-01-29T01:00:00Z","2022-01-28T17:00:00PST","1008.c","Surface","0.22 micrometer","1000 mL","seawater metagenome","marine biome [ENVO:00000447]","shoreline [ENVO:00000486]|intertidal zone [ENVO:00000316]","coastal sea water [ENVO_00002150]","USA: California, Half Moon Bay, Pillar Point, Intertidal","Gravity filtered through Sterivex (0.22-µm): dx.doi.org/10.17504/protocols.io.bp2l69y7klqe/v2","Covidien single-use enteral feeding pouch","COI","18 days","Stanford Y2E2 Building, Environmental Engineering and Science Lab, Walk-In -20 °C Freezer","-20 °C"
"CO1_E3.1010.c.S21.L001","Pillar Point intertidal seawater sample 1010.c","sample","S2","15.9 °C","32.8 ppt","EPSG:4326","37.494992 N 122.498955 W","2022-01-28T22:30:00Z","2022-01-28T14:30:00PST","1010.c","Surface","0.22 micrometer","1000 mL","seawater metagenome","marine biome [ENVO:00000447]","shoreline [ENVO:00000486]|intertidal zone [ENVO:00000316]","coastal sea water [ENVO_00002150]","USA: California, Half Moon Bay, Pillar Point, Intertidal","Gravity filtered through Sterivex (0.22-µm): dx.doi.org/10.17504/protocols.io.bp2l69y7klqe/v2","Covidien single-use enteral feeding pouch","COI","18 days","Stanford Y2E2 Building, Environmental Engineering and Science Lab, Walk-In -20 °C Freezer","-20 °C"
"CO1_E1.1010.a.S5.L001","Pillar Point intertidal seawater sample 1010.a","sample","S2","15.9 °C","32.8 ppt","EPSG:4326","37.494992 N 122.498955 W","2022-01-28T22:30:00Z","2022-01-28T14:30:00PST","1010.a","Surface","0.22 micrometer","1000 mL","seawater metagenome","marine biome [ENVO:00000447]","shoreline [ENVO:00000486]|intertidal zone [ENVO:00000316]","coastal sea water [ENVO_00002150]","USA: California, Half Moon Bay, Pillar Point, Intertidal","Gravity filtered through Sterivex (0.22-µm): dx.doi.org/10.17504/protocols.io.bp2l69y7klqe/v2","Covidien single-use enteral feeding pouch","COI","18 days","Stanford Y2E2 Building, Environmental Engineering and Science Lab, Walk-In -20 °C Freezer","-20 °C"
"CO1_2.B4.1045.a.S118.L001","Pillar Point intertidal seawater sample 1045.a","sample","S2","15.2 °C","33.1 ppt","EPSG:4326","37.494992 N 122.498955 W","2022-01-28T22:00:00Z","2022-01-28T14:00:00PST","1045.a","Surface","0.22 micrometer","1000 mL","seawater metagenome","marine biome [ENVO:00000447]","shoreline [ENVO:00000486]|intertidal zone [ENVO:00000316]","coastal sea water [ENVO_00002150]","USA: California, Half Moon Bay, Pillar Point, Intertidal","Gravity filtered through Sterivex (0.22-µm): dx.doi.org/10.17504/protocols.io.bp2l69y7klqe/v2","Covidien single-use enteral feeding pouch","COI","18 days","Stanford Y2E2 Building, Environmental Engineering and Science Lab, Walk-In -20 °C Freezer","-20 °C"
"CO1_F2.1011.b.S14.L001","Pillar Point intertidal seawater sample 1011.b","sample","S2","13.4 °C","33 ppt","EPSG:4326","37.494992 N 122.498955 W","2022-01-28T19:30:00Z","2022-01-28T11:30:00PST","1011.b","Surface","0.22 micrometer","1000 mL","seawater metagenome","marine biome [ENVO:00000447]","shoreline [ENVO:00000486]|intertidal zone [ENVO:00000316]","coastal sea water [ENVO_00002150]","USA: California, Half Moon Bay, Pillar Point, Intertidal","Gravity filtered through Sterivex (0.22-µm): dx.doi.org/10.17504/protocols.io.bp2l69y7klqe/v2","Covidien single-use enteral feeding pouch","COI","18 days","Stanford Y2E2 Building, Environmental Engineering and Science Lab, Walk-In -20 °C Freezer","-20 °C"
"CO1_G5.1020.b.S39.L001","Pillar Point intertidal seawater sample 1020.b","sample","S2","15.2 °C","33.1 ppt","EPSG:4326","37.494992 N 122.498955 W","2022-01-28T22:00:00Z","2022-01-28T14:00:00PST","1020.b","Surface","0.22 micrometer","1000 mL","seawater metagenome","marine biome [ENVO:00000447]","shoreline [ENVO:00000486]|intertidal zone [ENVO:00000316]","coastal sea water [ENVO_00002150]","USA: California, Half Moon Bay, Pillar Point, Intertidal","Gravity filtered through Sterivex (0.22-µm): dx.doi.org/10.17504/protocols.io.bp2l69y7klqe/v2","Covidien single-use enteral feeding pouch","COI","18 days","Stanford Y2E2 Building, Environmental Engineering and Science Lab, Walk-In -20 °C Freezer","-20 °C"
"CO1_2.C2.1038.b.S103.L001","Pillar Point intertidal seawater sample 1038.b","sample","S2","13.4 °C","33 ppt","EPSG:4326","37.494992 N 122.498955 W","2022-01-28T19:30:00Z","2022-01-28T11:30:00PST","1038.b","Surface","0.22 micrometer","1000 mL","seawater metagenome","marine biome [ENVO:00000447]","shoreline [ENVO:00000486]|intertidal zone [ENVO:00000316]","coastal sea water [ENVO_00002150]","USA: California, Half Moon Bay, Pillar Point, Intertidal","Gravity filtered through Sterivex (0.22-µm): dx.doi.org/10.17504/protocols.io.bp2l69y7klqe/v2","Covidien single-use enteral feeding pouch","COI","18 days","Stanford Y2E2 Building, Environmental Engineering and Science Lab, Walk-In -20 °C Freezer","-20 °C"
"CO1_2.B11.1061.b.S171.L001","Pillar Point intertidal seawater sample 1061.b","sample","S2","14.8 °C","32.8 ppt","EPSG:4326","37.494992 N 122.498955 W","2022-01-28T21:00:00Z","2022-01-28T13:00:00PST","1061.b","Surface","0.22 micrometer","1000 mL","seawater metagenome","marine biome [ENVO:00000447]","shoreline [ENVO:00000486]|intertidal zone [ENVO:00000316]","coastal sea water [ENVO_00002150]","USA: California, Half Moon Bay, Pillar Point, Intertidal","Gravity filtered through Sterivex (0.22-µm): dx.doi.org/10.17504/protocols.io.bp2l69y7klqe/v2","Covidien single-use enteral feeding pouch","COI","18 days","Stanford Y2E2 Building, Environmental Engineering and Science Lab, Walk-In -20 °C Freezer","-20 °C"
"CO1_G4.1020.a.S31.L001","Pillar Point intertidal seawater sample 1020.a","sample","S2","15.2 °C","33.1 ppt","EPSG:4326","37.494992 N 122.498955 W","2022-01-28T22:00:00Z","2022-01-28T14:00:00PST","1020.a","Surface","0.22 micrometer","1000 mL","seawater metagenome","marine biome [ENVO:00000447]","shoreline [ENVO:00000486]|intertidal zone [ENVO:00000316]","coastal sea water [ENVO_00002150]","USA: California, Half Moon Bay, Pillar Point, Intertidal","Gravity filtered through Sterivex (0.22-µm): dx.doi.org/10.17504/protocols.io.bp2l69y7klqe/v2","Covidien single-use enteral feeding pouch","COI","18 days","Stanford Y2E2 Building, Environmental Engineering and Science Lab, Walk-In -20 °C Freezer","-20 °C"
"CO1_C2.1008.b.S11.L001","Pillar Point intertidal seawater sample 1008.b","sample","S2","15.1 °C","33.3 ppt","EPSG:4326","37.494992 N 122.498955 W","2022-01-29T01:00:00Z","2022-01-28T17:00:00PST","1008.b","Surface","0.22 micrometer","1000 mL","seawater metagenome","marine biome [ENVO:00000447]","shoreline [ENVO:00000486]|intertidal zone [ENVO:00000316]","coastal sea water [ENVO_00002150]","USA: California, Half Moon Bay, Pillar Point, Intertidal","Gravity filtered through Sterivex (0.22-µm): dx.doi.org/10.17504/protocols.io.bp2l69y7klqe/v2","Covidien single-use enteral feeding pouch","COI","18 days","Stanford Y2E2 Building, Environmental Engineering and Science Lab, Walk-In -20 °C Freezer","-20 °C"
"CO1_A8.1022.b.S57.L001","Pillar Point intertidal seawater sample 1022.b","sample","S2","15.1 °C","32.6 ppt","EPSG:4326","37.494992 N 122.498955 W","2022-01-28T21:30:00Z","2022-01-28T13:30:00PST","1022.b","Surface","0.22 micrometer","1000 mL","seawater metagenome","marine biome [ENVO:00000447]","shoreline [ENVO:00000486]|intertidal zone [ENVO:00000316]","coastal sea water [ENVO_00002150]","USA: California, Half Moon Bay, Pillar Point, Intertidal","Gravity filtered through Sterivex (0.22-µm): dx.doi.org/10.17504/protocols.io.bp2l69y7klqe/v2","Covidien single-use enteral feeding pouch","COI","18 days","Stanford Y2E2 Building, Environmental Engineering and Science Lab, Walk-In -20 °C Freezer","-20 °C"
"CO1_2.E1.1040.a.S97.L001","Pillar Point intertidal seawater sample 1040.a","sample","S2","13.4 °C","33 ppt","EPSG:4326","37.494992 N 122.498955 W","2022-01-28T19:30:00Z","2022-01-28T11:30:00PST","1040.a","Surface","0.22 micrometer","1000 mL","seawater metagenome","marine biome [ENVO:00000447]","shoreline [ENVO:00000486]|intertidal zone [ENVO:00000316]","coastal sea water [ENVO_00002150]","USA: California, Half Moon Bay, Pillar Point, Intertidal","Gravity filtered through Sterivex (0.22-µm): dx.doi.org/10.17504/protocols.io.bp2l69y7klqe/v2","Covidien single-use enteral feeding pouch","COI","18 days","Stanford Y2E2 Building, Environmental Engineering and Science Lab, Walk-In -20 °C Freezer","-20 °C"
"CO1_D6.1017.c.S44.L001","Pillar Point intertidal seawater sample 1017.c","sample","S2","15.2 °C","32.9 ppt","EPSG:4326","37.494992 N 122.498955 W","2022-01-29T00:00:00Z","2022-01-28T16:00:00PST","1017.c","Surface","0.22 micrometer","1000 mL","seawater metagenome","marine biome [ENVO:00000447]","shoreline [ENVO:00000486]|intertidal zone [ENVO:00000316]","coastal sea water [ENVO_00002150]","USA: California, Half Moon Bay, Pillar Point, Intertidal","Gravity filtered through Sterivex (0.22-µm): dx.doi.org/10.17504/protocols.io.bp2l69y7klqe/v2","Covidien single-use enteral feeding pouch","COI","18 days","Stanford Y2E2 Building, Environmental Engineering and Science Lab, Walk-In -20 °C Freezer","-20 °C"
"CO1_2.B5.1045.b.S126.L001","Pillar Point intertidal seawater sample 1045.b","sample","S2","15.2 °C","33.1 ppt","EPSG:4326","37.494992 N 122.498955 W","2022-01-28T22:00:00Z","2022-01-28T14:00:00PST","1045.b","Surface","0.22 micrometer","1000 mL","seawater metagenome","marine biome [ENVO:00000447]","shoreline [ENVO:00000486]|intertidal zone [ENVO:00000316]","coastal sea water [ENVO_00002150]","USA: California, Half Moon Bay, Pillar Point, Intertidal","Gravity filtered through Sterivex (0.22-µm): dx.doi.org/10.17504/protocols.io.bp2l69y7klqe/v2","Covidien single-use enteral feeding pouch","COI","18 days","Stanford Y2E2 Building, Environmental Engineering and Science Lab, Walk-In -20 °C Freezer","-20 °C"
"CO1_F7.1027.a.S54.L001","Pillar Point intertidal seawater sample 1027.a","sample","S2","13.5 °C","33 ppt","EPSG:4326","37.494992 N 122.498955 W","2022-01-28T20:00:00Z","2022-01-28T12:00:00PST","1027.a","Surface","0.22 micrometer","1000 mL","seawater metagenome","marine biome [ENVO:00000447]","shoreline [ENVO:00000486]|intertidal zone [ENVO:00000316]","coastal sea water [ENVO_00002150]","USA: California, Half Moon Bay, Pillar Point, Intertidal","Gravity filtered through Sterivex (0.22-µm): dx.doi.org/10.17504/protocols.io.bp2l69y7klqe/v2","Covidien single-use enteral feeding pouch","COI","18 days","Stanford Y2E2 Building, Environmental Engineering and Science Lab, Walk-In -20 °C Freezer","-20 °C"
"CO1_F5.1019.b.S38.L001","Pillar Point intertidal seawater sample 1019.b","sample","S2","15.2 °C","33.1 ppt","EPSG:4326","37.494992 N 122.498955 W","2022-01-28T22:00:00Z","2022-01-28T14:00:00PST","1019.b","Surface","0.22 micrometer","1000 mL","seawater metagenome","marine biome [ENVO:00000447]","shoreline [ENVO:00000486]|intertidal zone [ENVO:00000316]","coastal sea water [ENVO_00002150]","USA: California, Half Moon Bay, Pillar Point, Intertidal","Gravity filtered through Sterivex (0.22-µm): dx.doi.org/10.17504/protocols.io.bp2l69y7klqe/v2","Covidien single-use enteral feeding pouch","COI","18 days","Stanford Y2E2 Building, Environmental Engineering and Science Lab, Walk-In -20 °C Freezer","-20 °C"
"CO1_A9.1022.c.S65.L001","Pillar Point intertidal seawater sample 1022.c","sample","S2","15.1 °C","32.6 ppt","EPSG:4326","37.494992 N 122.498955 W","2022-01-28T21:30:00Z","2022-01-28T13:30:00PST","1022.c","Surface","0.22 micrometer","1000 mL","seawater metagenome","marine biome [ENVO:00000447]","shoreline [ENVO:00000486]|intertidal zone [ENVO:00000316]","coastal sea water [ENVO_00002150]","USA: California, Half Moon Bay, Pillar Point, Intertidal","Gravity filtered through Sterivex (0.22-µm): dx.doi.org/10.17504/protocols.io.bp2l69y7klqe/v2","Covidien single-use enteral feeding pouch","COI","18 days","Stanford Y2E2 Building, Environmental Engineering and Science Lab, Walk-In -20 °C Freezer","-20 °C"
"CO1_F4.1019.a.S30.L001","Pillar Point intertidal seawater sample 1019.a","sample","S2","15.2 °C","33.1 ppt","EPSG:4326","37.494992 N 122.498955 W","2022-01-28T22:00:00Z","2022-01-28T14:00:00PST","1019.a","Surface","0.22 micrometer","1000 mL","seawater metagenome","marine biome [ENVO:00000447]","shoreline [ENVO:00000486]|intertidal zone [ENVO:00000316]","coastal sea water [ENVO_00002150]","USA: California, Half Moon Bay, Pillar Point, Intertidal","Gravity filtered through Sterivex (0.22-µm): dx.doi.org/10.17504/protocols.io.bp2l69y7klqe/v2","Covidien single-use enteral feeding pouch","COI","18 days","Stanford Y2E2 Building, Environmental Engineering and Science Lab, Walk-In -20 °C Freezer","-20 °C"
"CO1_F3.1011.c.S22.L001","Pillar Point intertidal seawater sample 1011.c","sample","S2","13.4 °C","33 ppt","EPSG:4326","37.494992 N 122.498955 W","2022-01-28T19:30:00Z","2022-01-28T11:30:00PST","1011.c","Surface","0.22 micrometer","1000 mL","seawater metagenome","marine biome [ENVO:00000447]","shoreline [ENVO:00000486]|intertidal zone [ENVO:00000316]","coastal sea water [ENVO_00002150]","USA: California, Half Moon Bay, Pillar Point, Intertidal","Gravity filtered through Sterivex (0.22-µm): dx.doi.org/10.17504/protocols.io.bp2l69y7klqe/v2","Covidien single-use enteral feeding pouch","COI","18 days","Stanford Y2E2 Building, Environmental Engineering and Science Lab, Walk-In -20 °C Freezer","-20 °C"
"CO1_G6.1020.c.S47.L001","Pillar Point intertidal seawater sample 1020.c","sample","S2","15.2 °C","33.1 ppt","EPSG:4326","37.494992 N 122.498955 W","2022-01-28T22:00:00Z","2022-01-28T14:00:00PST","1020.c","Surface","0.22 micrometer","1000 mL","seawater metagenome","marine biome [ENVO:00000447]","shoreline [ENVO:00000486]|intertidal zone [ENVO:00000316]","coastal sea water [ENVO_00002150]","USA: California, Half Moon Bay, Pillar Point, Intertidal","Gravity filtered through Sterivex (0.22-µm): dx.doi.org/10.17504/protocols.io.bp2l69y7klqe/v2","Covidien single-use enteral feeding pouch","COI","18 days","Stanford Y2E2 Building, Environmental Engineering and Science Lab, Walk-In -20 °C Freezer","-20 °C"
"CO1_2.A7.1052.a.S141.L001","Pillar Point intertidal seawater sample 1052.a","sample","S2","14.1 °C","33.5 ppt","EPSG:4326","37.494992 N 122.498955 W","2022-01-28T20:30:00Z","2022-01-28T12:30:00PST","1052.a","Surface","0.22 micrometer","1000 mL","seawater metagenome","marine biome [ENVO:00000447]","shoreline [ENVO:00000486]|intertidal zone [ENVO:00000316]","coastal sea water [ENVO_00002150]","USA: California, Half Moon Bay, Pillar Point, Intertidal","Gravity filtered through Sterivex (0.22-µm): dx.doi.org/10.17504/protocols.io.bp2l69y7klqe/v2","Covidien single-use enteral feeding pouch","COI","18 days","Stanford Y2E2 Building, Environmental Engineering and Science Lab, Walk-In -20 °C Freezer","-20 °C"
"CO1_2.B12.1061.c.S177.L001","Pillar Point intertidal seawater sample 1061.c","sample","S2","14.8 °C","32.8 ppt","EPSG:4326","37.494992 N 122.498955 W","2022-01-28T21:00:00Z","2022-01-28T13:00:00PST","1061.c","Surface","0.22 micrometer","1000 mL","seawater metagenome","marine biome [ENVO:00000447]","shoreline [ENVO:00000486]|intertidal zone [ENVO:00000316]","coastal sea water [ENVO_00002150]","USA: California, Half Moon Bay, Pillar Point, Intertidal","Gravity filtered through Sterivex (0.22-µm): dx.doi.org/10.17504/protocols.io.bp2l69y7klqe/v2","Covidien single-use enteral feeding pouch","COI","18 days","Stanford Y2E2 Building, Environmental Engineering and Science Lab, Walk-In -20 °C Freezer","-20 °C"
"CO1_2.B10.1061.a.S166.L001","Pillar Point intertidal seawater sample 1061.a","sample","S2","14.8 °C","32.8 ppt","EPSG:4326","37.494992 N 122.498955 W","2022-01-28T21:00:00Z","2022-01-28T13:00:00PST","1061.a","Surface","0.22 micrometer","1000 mL","seawater metagenome","marine biome [ENVO:00000447]","shoreline [ENVO:00000486]|intertidal zone [ENVO:00000316]","coastal sea water [ENVO_00002150]","USA: California, Half Moon Bay, Pillar Point, Intertidal","Gravity filtered through Sterivex (0.22-µm): dx.doi.org/10.17504/protocols.io.bp2l69y7klqe/v2","Covidien single-use enteral feeding pouch","COI","18 days","Stanford Y2E2 Building, Environmental Engineering and Science Lab, Walk-In -20 °C Freezer","-20 °C"
"CO1_A7.1022.a.S49.L001","Pillar Point intertidal seawater sample 1022.a","sample","S2","15.1 °C","32.6 ppt","EPSG:4326","37.494992 N 122.498955 W","2022-01-28T21:30:00Z","2022-01-28T13:30:00PST","1022.a","Surface","0.22 micrometer","1000 mL","seawater metagenome","marine biome [ENVO:00000447]","shoreline [ENVO:00000486]|intertidal zone [ENVO:00000316]","coastal sea water [ENVO_00002150]","USA: California, Half Moon Bay, Pillar Point, Intertidal","Gravity filtered through Sterivex (0.22-µm): dx.doi.org/10.17504/protocols.io.bp2l69y7klqe/v2","Covidien single-use enteral feeding pouch","COI","18 days","Stanford Y2E2 Building, Environmental Engineering and Science Lab, Walk-In -20 °C Freezer","-20 °C"
"CO1_D4.1017.a.S28.L001","Pillar Point intertidal seawater sample 1017.a","sample","S2","15.2 °C","32.9 ppt","EPSG:4326","37.494992 N 122.498955 W","2022-01-29T00:00:00Z","2022-01-28T16:00:00PST","1017.a","Surface","0.22 micrometer","1000 mL","seawater metagenome","marine biome [ENVO:00000447]","shoreline [ENVO:00000486]|intertidal zone [ENVO:00000316]","coastal sea water [ENVO_00002150]","USA: California, Half Moon Bay, Pillar Point, Intertidal","Gravity filtered through Sterivex (0.22-µm): dx.doi.org/10.17504/protocols.io.bp2l69y7klqe/v2","Covidien single-use enteral feeding pouch","COI","18 days","Stanford Y2E2 Building, Environmental Engineering and Science Lab, Walk-In -20 °C Freezer","-20 °C"
